OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
585,Saint Paul Lutheran School,Bonduel,S06027050,Elementary School,Private school,K4-08,Unknown,Yes,"240 E Green Bay St  Bonduel, WI 54107",https://www.stpaulbonduel.com,K4,08,8,0602,7050,All Students,No,240 E Green Bay St,Bonduel,WI,54107,Shawano,42,Rural - Distant,44.73636498,-88.44294896,6,2,8,643281.066,474843.744899999
586,Saint Paul Lutheran School,Luxemburg-Casco,S32207070,Elementary School,Private school,K4-08,Unknown,Yes,"N4118 County Road AB  Luxemburg, WI 54217-7925",https://www.stpaullux.org,K4,08,7,3220,7070,Voucher Students,No,N4118 County Road AB,Luxemburg,WI,54217-7925,Kewaunee,42,Rural - Distant,44.473271,-87.68382304,1,1,8,704215.9588,447049.4822
587,Saint Paul Lutheran School,Sheboygan Area,S52717230,Elementary School,Private school,K4-08,Unknown,Yes,"1819 N 13th St  Sheboygan, WI 53081-2526",https://www.stpaulsheboygan.org,K4,08,7,5271,7230,Voucher Students,No,1819 N 13th St,Sheboygan,WI,53081-2526,Sheboygan,13,City - Small,43.764544,-87.72166699,26,9,6,703386.3061,368244.4965
588,Saint Paul Lutheran School,Appleton Area,S01477030,Elementary School,Private school,K4-08,Unknown,Yes,"225 E Harris St  Appleton, WI 54911-5438",https://www.stpaulappletonwi.com,K4,08,6,0147,7030,Voucher Students,No,225 E Harris St,Appleton,WI,54911-5438,Outagamie,13,City - Small,44.26461702,-88.40331404,52,18,8,647443.0059,422503.545499999
589,Saint Paul Lutheran School,Grafton,S22177091,Elementary School,Private school,K4-08,Unknown,Yes,"701 Washington St  Grafton, WI 53024-1842",https://splgrafton.org,K4,08,1,2217,7091,Voucher Students,No,701 Washington St,Grafton,WI,53024-1842,Ozaukee,31,Town - Fringe,43.31935601,-87.95735597,22,8,6,685629.8032,318305.7278
590,Saint Paul Lutheran School,Green Bay Area Public,S22897092,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"533 S Webster Ave  Green Bay, WI 54301-3809",https://www.stpaulgreenbay.com,K4,08,7,2289,7092,Voucher Students,No,533 S Webster Ave,Green Bay,WI,54301-3809,Brown,12,City - Midsize,44.50445499,-88.00759701,90,30,8,678380.0949,449834.7084
591,Saint Paul Lutheran School,Tomah Area,S57477095,Elementary School,Private school,K4-08,Unknown,No,"505 Superior Ave  Tomah, WI 54660-2040",https://www.stpaultomah.org\school,K4,08,4,5747,7095,,No,505 Superior Ave,Tomah,WI,54660-2040,Monroe,32,Town - Distant,43.98227902,-90.50512697,70,24,3,479489.8229,390028.6215
592,Saint Pauls Evangelical Lutheran School,Wisconsin Rapids,S66857033,Elementary School,Private school,K4-08,Unknown,No,"311 14th Ave S  Wisconsin Rapids, WI 54495-2402",https://www.stpaulswr.org,K4,08,5,6685,7033,,No,311 14th Ave S,Wisconsin Rapids,WI,54495-2402,Wood,32,Town - Distant,44.39350001,-89.84035404,72,24,3,532714.5762,435591.9233
593,Saint Pauls Evangelical Lutheran School,Wonewoc-Union Center,S67137155,Elementary School,Private school,KG-08,Unknown,No,"101 Church St  Wonewoc, WI 53968-9008",https://stpaulhw.com,KG,08,4,6713,7155,,No,101 Church St,Wonewoc,WI,53968-9008,Juneau,43,Rural - Remote,43.65023001,-90.221276,41,14,3,502155.504,353049.636499999
594,Saint Pauls Evangelical Lutheran School,North Fond du Lac,S39837105,Elementary School,Private school,KG-08,Unknown,No,"1010 Adams Ave  North Fond du Lac, WI 54937-1224",https://www.stpaulslutherannfdl.com/default/2100,KG,08,6,3983,7105,,No,1010 Adams Ave,North Fond du Lac,WI,54937-1224,Fond du Lac,23,Suburb - Small,43.814404,-88.48666201,60,20,6,641708.7136,372372.364700001
595,Saint Pauls Lutheran School,Franklin Public,S19007260,Elementary School,Private school,K4-08,Unknown,No,"6881 S 51st St  Franklin, WI 53132-9402",https://www.stpaulsfranklin.org/school.html,K4,08,1,1900,7260,,No,6881 S 51st St,Franklin,WI,53132-9402,Milwaukee,21,Suburb - Large,42.91953198,-87.98073201,63,21,1,684804.3551,273857.0493
596,Saint Pauls Lutheran School,Campbellsport,S09107170,Elementary School,Private school,K4-08,Unknown,Yes,"N6693 County Road W  Mount Calvary, WI 53097",https://www.stpaulstof.com,K4,08,6,0910,7170,Voucher Students,No,N6693 County Road W,Mount Calvary,WI,53097,Fond du Lac,42,Rural - Distant,43.78262301,-88.26038901,59,20,6,659980.9193,369200.3212
597,Saint Peter's Lutheran School,Jefferson,S27027510,Elementary School,Private school,K4-08,Unknown,Yes,"W3255 Highway 18  Helenville, WI 53137",https://stpeterslutheran-helenville.org,K4,08,2,2702,7510,Voucher Students,No,W3255 Highway 18,Helenville,WI,53137,Jefferson,42,Rural - Distant,43.01128201,-88.69690998,38,13,5,626193.9365,282891.4717
598,Saint Peter's School,East Troy Community,S15407430,Elementary School,Private school,K4-08,Unknown,Yes,"3001 Elm St  East Troy, WI 53120-1164",https://www.saintpeterscatholic.school,K4,08,2,1540,7430,Voucher Students,No,3001 Elm St,East Troy,WI,53120-1164,Walworth,32,Town - Distant,42.78966001,-88.41097501,33,11,5,649961.0424,258681.710100001
599,Saint Peter Catholic School,Slinger,S53907420,Elementary School,Private school,K4-05,Unknown,Yes,"206 E Washington St  Slinger, WI 53086-9597",https://www.spcsslinger.org,K4,05,6,5390,7420,Voucher Students,No,206 E Washington St,Slinger,WI,53086-9597,Washington,31,Town - Fringe,43.33284162,-88.28298989,58,20,5,659194.1301,319208.838400001
600,Saint Peter Grade School,Chippewa Falls Area Unified,S10927320,Elementary School,Private school,01-08,Unknown,No,"11370 County Highway Q  Chippewa Falls, WI 54729-6115",https://www.stpeterschooltilden.com/,01,08,10,1092,7320,,No,11370 County Highway Q,Chippewa Falls,WI,54729-6115,Chippewa,41,Rural - Fringe,45.00595101,-91.43990498,68,23,7,406525.1944,504619.9373
601,Saint Peter Immanuel Lutheran School,Milwaukee,S36197400,Elementary School,Private school,K4-08,Unknown,Yes,"7801 W Acacia St  Milwaukee, WI 53223-5698",https://www.luminschools.org/,K4,08,1,3619,7400,All Students,No,7801 W Acacia St,Milwaukee,WI,53223-5698,Milwaukee,11,City - Large,43.136805,-88.00751596,11,4,4,682045.499,297933.856699999
602,Saint Peter Lutheran School,D C Everest Area,S49707414,Elementary School,Private school,KG-08,Unknown,Yes,"115 Eau Claire St  Schofield, WI 54476",https://www.stpeterschoolschofield.org,KG,08,9,4970,7414,Voucher Students,No,115 Eau Claire St,Schofield,WI,54476,Marathon,23,Suburb - Small,44.91101397,-89.61107605,87,29,7,550700.568,493138.822000001
603,Saint Peter Lutheran School,Weyauwega-Fremont,S63847415,Elementary School,Private school,KG-08,Unknown,No,"312 W Main St  Weyauwega, WI 54983-8942",https://www.splwega.net,KG,08,6,6384,7415,,No,312 W Main St,Weyauwega,WI,54983-8942,Waupaca,42,Rural - Distant,44.32051702,-88.94016102,57,19,8,604513.0011,428019.1088
604,Saint Peter Lutheran School,Freedom Area,S19537412,Elementary School,Private school,KG-08,Unknown,Yes,"N2740 French Rd  Freedom, WI 54913-8919",https://www.stpeterschool922.com,KG,08,6,1953,7412,All Students,No,N2740 French Rd,Freedom,WI,54913-8919,Outagamie,41,Rural - Fringe,44.33727801,-88.35042499,5,2,8,651502.1598,430657.8497
605,Saint Peters Evangelical Lutheran School,Sturgeon Bay,S56427435,Elementary School,Private school,K4-08,Unknown,No,"108 W Maple St  Sturgeon Bay, WI 54235-3422",https://www.stpeterslutheran.net/school,K4,08,7,5642,7435,,No,108 W Maple St,Sturgeon Bay,WI,54235-3422,Door,32,Town - Distant,44.82951701,-87.38704399,1,1,8,726551.2266,487333.790899999
606,Saint Peter's Lutheran Grade School,Fond du Lac,S18627470,Elementary School,Private school,K4-08,Unknown,No,"1600 S Main St  Fond du Lac, WI 54937-4207",https://www.stpetersfdl.net,K4,08,6,1862,7470,,No,1600 S Main St,Fond du Lac,WI,54937-4207,Fond du Lac,13,City - Small,43.73478698,-88.45228003,60,20,6,644639.1721,363580.835999999
607,Saint Peters Lutheran School,Reedsburg,S47537500,Elementary School,Private school,K4-08,Unknown,Yes,"345 N Pine St  Reedsburg, WI 53959",https://www.stpetersreedsburg.org,K4,08,5,4753,7500,All Students,No,345 N Pine St,Reedsburg,WI,53959,Sauk,32,Town - Distant,43.53536298,-90.00455703,41,14,2,519631.805,340268.7469
608,Saint Philip's Lutheran School,Milwaukee,S36191302,Elementary School,Private school,K4-08,Unknown,Yes,"3012 N Holton St  Milwaukee, WI 53212-2123",https://www.stphilipsmilwaukee.com,K4,08,1,3619,1302,All Students,No,3012 N Holton St,Milwaukee,WI,53212-2123,Milwaukee,11,City - Large,43.07335499,-87.90489196,10,4,4,690568.1352,291091.049000001
609,Saint Rafael the Archangel School,Milwaukee,S36191200,Elementary School,Private school,K4-08,Unknown,Yes,"2251 S 31st St  Milwaukee, WI 53215-2494",https://www.strafael.org,K4,08,1,3619,1200,All Students,No,2251 S 31st St,Milwaukee,WI,53215-2494,Milwaukee,11,City - Large,43.00377099,-87.953708,9,3,4,686782.2176,283265.3298
610,Saint Robert School,Shorewood,S53557650,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"2200 E Capitol Dr  Shorewood, WI 53211-2196",https://www.strobert.org,K4,08,1,5355,7650,,No,2200 E Capitol Dr,Shorewood,WI,53211-2196,Milwaukee,21,Suburb - Large,43.09077598,-87.88164199,10,4,4,692412.1538,293073.2929
611,Saint Roman Parish School,Milwaukee,S36197670,Elementary School,Private school,K4-08,Unknown,Yes,"1810 W Bolivar Ave  Milwaukee, WI 53221-2336",https://www.stromanschool.com,K4,08,1,3619,7670,All Students,No,1810 W Bolivar Ave,Milwaukee,WI,53221-2336,Milwaukee,11,City - Large,42.96719098,-87.93713002,9,3,4,688233.2057,279236.065099999
612,Saint Rose of Lima School,Cuba City,S12467690,Elementary School,Private school,K4-08,Unknown,No,"218 N Jackson St  Cuba City, WI 53807",https://www.strose.us,K4,08,3,1246,7690,,No,218 N Jackson St,Cuba City,WI,53807,Grant,42,Rural - Distant,42.60805735,-90.43260728,51,17,3,484515.5725,237382.4168
613,Lad Lake Saint Rose Center,Milwaukee,S36197710,High School,Private school,06-12,Unknown,No,"3801 N 88th St  Milwaukee, WI 53222-2706",https://www.ladlake.org/about/locations/,06,12,1,3619,7710,,No,3801 N 88th St,Milwaukee,WI,53222-2706,Milwaukee,11,City - Large,43.08620801,-88.02367501,12,4,4,680863.7879,292283.6777
614,Saint Sava Orthodox School,Milwaukee,S36191206,Elementary School,Private school,K4-08,Unknown,No,"3201 S 51st St  Milwaukee, WI 53219",https://www.stsavaschool.com,K4,08,1,3619,1206,,No,3201 S 51st St,Milwaukee,WI,53219,Milwaukee,11,City - Large,42.986616,-87.97870401,7,3,4,684790.7189,281310.8686
615,Saint Sebastian School,Milwaukee,S36197720,Elementary School,Private school,K4-08,Unknown,Yes,"1747 N 54th St  Milwaukee, WI 53208-1657",https://school.saintsebs.org/,K4,08,1,3619,7720,All Students,No,1747 N 54th St,Milwaukee,WI,53208-1657,Milwaukee,11,City - Large,43.05359411,-87.98152102,18,6,4,684382.1964,288743.5032
616,Saint Stephen Lutheran School,Horicon,S25767850,Elementary School,Private school,K4-08,Unknown,Yes,"505 N Palmatory St  Horicon, WI 53032-1099",https://www.ststephen-lcms.org,K4,08,6,2576,7850,Voucher Students,No,505 N Palmatory St,Horicon,WI,53032-1099,Dodge,42,Rural - Distant,43.45586101,-88.62396001,38,13,5,631326.6289,332358.969900001
617,Saint Stephens Lutheran School,Beaver Dam Unified,S03367860,Elementary School,Private school,KG-08,Unknown,No,"412 W Maple Ave  Beaver Dam, WI 53916-1597",https://www.ssbdwels.com/school,KG,08,6,0336,7860,,No,412 W Maple Ave,Beaver Dam,WI,53916-1597,Dodge,32,Town - Distant,43.45727801,-88.84426602,37,13,6,613500.7429,332245.444800001
618,Saint Thomas Aquinas Academy,Peshtigo,S43056440,Elementary School,Private school,K4-05,Unknown,Yes,"141 S Wood Ave  Peshtigo, WI 54157-1426",https://www.thomas-aquinas.org,K4,05,8,4305,6440,Voucher Students,No,141 S Wood Ave,Peshtigo,WI,54157-1426,Marinette,32,Town - Distant,45.05354101,-87.75909572,36,12,8,696452.9497,511341.0317
619,Saint Thomas Aquinas Academy,Marinette,S33111760,High School,Private school,06-12,Unknown,Yes,"1200 Main St  Marinette, WI 54143-2594",https://www.thomas-aquinas.org,06,12,8,3311,1760,Voucher Students,No,1200 Main St,Marinette,WI,54143-2594,Marinette,32,Town - Distant,45.093553,-87.618383,36,12,8,707402.0359,516102.4223
620,Saint Thomas Aquinas Academy,Milwaukee,S36197980,Elementary School,Private school,K4-08,Unknown,Yes,"341 E Norwich St  Milwaukee, WI 53207-4491",https://www.thomasaquinasacademy.com,K4,08,1,3619,7980,All Students,No,341 E Norwich St,Milwaukee,WI,53207-4491,Milwaukee,11,City - Large,42.97159198,-87.905603,21,7,4,690792.2278,279788.416200001
621,Saint Thomas More High School,Saint Francis,S50268371,High School,Private school,09-12,Unknown,Yes,"2601 E Morgan Ave  Milwaukee, WI 53207-3725",https://www.tmore.org,09,12,1,5026,8371,Voucher Students,No,2601 E Morgan Ave,Milwaukee,WI,53207-3725,Milwaukee,21,Suburb - Large,42.97955679,-87.87640222,20,7,1,693151.1896,280732.710100001
622,Saint Thomas More School: GRACE,Green Bay Area Public,S22896105,Elementary School,Private school,K4-08,Unknown,Yes,"1420 Harvey St  Green Bay, WI 54302",https://www.stmoregb.org,K4,08,7,2289,6105,Voucher Students,No,1420 Harvey St,Green Bay,WI,54302,Brown,12,City - Midsize,44.51311798,-87.98950803,90,30,8,679794.3551,450832.2085
623,Saint Victor Grade School,Monroe,S36827990,Elementary School,Private school,KG-06,Unknown,No,"1416 20th Ave  Monroe, WI 53566-2168",https://www.stclaregreencounty.org,KG,06,2,3682,7990,,No,1416 20th Ave,Monroe,WI,53566-2168,Green,32,Town - Distant,42.59784894,-89.63453259,50,17,2,549982.196,236222.9013
624,Saint Vincent de Paul,Wisconsin Rapids,S66858000,Elementary School,Private school,03-05,Unknown,Yes,"831 12th St S  Wisconsin Rapids, WI 54494-5329",https://www.assumptioncatholicschools.org,03,05,5,6685,8000,Voucher Students,No,831 12th St S,Wisconsin Rapids,WI,54494-5329,Wood,32,Town - Distant,44.383109,-89.81148299,72,24,3,535016.5902,434442.625800001
625,Saint Vincent Pallotti Catholic School,Milwaukee,S36193160,Elementary School,Private school,K4-08,Unknown,Yes,"201 N 76th St  Milwaukee, WI 53213-3531",https://www.stvincentpallotti.org,K4,08,1,3619,3160,All Students,No,201 N 76th St,Milwaukee,WI,53213-3531,Milwaukee,11,City - Large,43.03310534,-88.00783262,14,5,4,682293.3764,286416.9264
626,Saint William Grade School,Janesville,S26958070,Elementary School,Private school,K4-08,Unknown,No,"1822 Ravine St  Janesville, WI 53548-3445",https://www.stwilliam.net,K4,08,2,2695,8070,,No,1822 Ravine St,Janesville,WI,53548-3445,Rock,13,City - Small,42.684309,-89.04325298,44,15,1,598381.2186,246202.5087
627,Salam School,Milwaukee,S36198075,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"4707 S 13th St  Milwaukee, WI 53221-2405",https://www.salamschool.com,K4,12,1,3619,8075,All Students,No,4707 S 13th St,Milwaukee,WI,53221-2405,Milwaukee,11,City - Large,42.95893401,-87.92995796,7,3,4,688840.715,278333.4899
628,Salem Evangelical Lutheran School,Milwaukee,S36198080,Elementary School,Private school,K4-08,Unknown,Yes,"6810 N 107th St  Milwaukee, WI 53224",https://www.salemwels.net,K4,08,1,3619,8080,Voucher Students,No,6810 N 107th St,Milwaukee,WI,53224,Milwaukee,11,City - Large,43.14177701,-88.04386501,12,4,4,679076.3176,298416.3464
629,Sandy Oak Amish School,Bangor,S02451576,Elementary School,Private school,KG-08,Unknown,No,"N4760 County Hwy J  Rockland, WI 54653",,KG,08,4,0245,1576,,No,N4760 County Hwy J,Rockland,WI,54653,La Crosse,42,Rural - Distant,43.89537398,-90.91625697,95,32,3,446410.8184,380660.3529
630,Sheboygan Area Lutheran High School,Sheboygan Area,S52718195,High School,Private school,09-12,Unknown,Yes,"3323 University Dr  Sheboygan, WI 53081-4761",https://www.lutheranhigh.com,09,12,7,5271,8195,Voucher Students,No,3323 University Dr,Sheboygan,WI,53081-4761,Sheboygan,13,City - Small,43.738277,-87.75153096,26,9,6,701061.6698,365261.386399999
631,Sheboygan Christian School,Sheboygan Area,S52718200,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"929 Greenfield Ave  Sheboygan, WI 53081",https://sheboyganchristian.com,K4,12,7,5271,8200,Voucher Students,No,929 Greenfield Ave,Sheboygan,WI,53081,Sheboygan,13,City - Small,43.71682201,-87.71572297,26,9,6,704010.9401,362957.354699999
632,Shepherd of the Hills Catholic School,Campbellsport,S09102110,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"W1562 County Road B  Eden, WI 53019",https://soth-school.org,K4,08,6,0910,2110,,No,W1562 County Road B,Eden,WI,53019,Fond du Lac,42,Rural - Distant,43.698097,-88.23283099,59,20,6,662398.7119,359859.399
633,Shepherd of the Valley Lutheran School Inc,Kimberly Area,S28351940,Elementary School,Private school,K4-08,Unknown,Yes,"N8728 S Coop Rd  Menasha, WI 54952-9628",https://www.svls.us,K4,08,6,2835,1940,All Students,No,N8728 S Coop Rd,Menasha,WI,54952-9628,Calumet,41,Rural - Fringe,44.20889794,-88.3416855,3,1,8,652487.0582,416412.1722
634,Shining Star Christian Schools Inc,Milwaukee,S36191704,Combined Elementary/Secondary School,Private school,K4-10,Unknown,Yes,"4050 N. 95th St.  Milwaukee, WI 53222",https://shiningstarschools.org,K4,10,1,3619,1704,Voucher Students,No,4050 N. 95th St.,Milwaukee,WI,53222,Milwaukee,11,City - Large,43.09104198,-88.03111404,12,4,4,680245.6622,292806.2655
635,Shoreland Lutheran High School,Kenosha,S27938213,High School,Private school,09-12,Unknown,Yes,"9026 12th St  Kenosha, WI 53144",https://www.slhs.us,09,12,1,2793,8213,All Students,No,9026 12th St,Kenosha,WI,53144,Kenosha,41,Rural - Fringe,42.64214501,-87.92075899,64,22,1,690458.8418,243172.548699999
636,Shoreless Lake School Wisconsin,Sauk Prairie,S51001737,Combined Elementary/Secondary School,Private school,06-12,Unknown,No,"8944 County Road Y  Sauk City, WI 53583",https://www.shorelesslake.school,06,12,5,5100,1737,,No,8944 County Road Y,Sauk City,WI,53583,Dane,42,Rural - Distant,43.25073651,-89.67716669,81,27,2,546206.3705,308709.8599
637,Siena Catholic Schools of Racine Inc,Racine Unified,S46203430,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"245 Main St  Racine, WI 53403-1034",https://www.sienacatholicschools.org,K4,12,1,4620,3430,All Students,No,245 Main St,Racine,WI,53403-1034,Racine,13,City - Small,42.73090002,-87.78327097,62,21,1,701472.0781,253315.1028
638,Siloah Lutheran School,Milwaukee,S36198217,Elementary School,Private school,K4-08,Unknown,Yes,"3721 N 21st St  Milwaukee, WI 53206-1899",https://siloahlutheran.org,K4,08,1,3619,8217,All Students,No,3721 N 21st St,Milwaukee,WI,53206-1899,Milwaukee,11,City - Large,43.08510701,-87.93876801,16,6,4,687778.0339,292327.818299999
639,Small World Montessori,Racine Unified,S46201531,Elementary School,Private school,K4-KG,Unknown,No,"1008 High St  Racine, WI 53402-4819",https://www.swmschool.org,K4,KG,1,4620,1531,,No,1008 High St,Racine,WI,53402-4819,Racine,13,City - Small,42.74257199,-87.79223197,62,21,1,700704.5464,254592.042400001
640,Sonnenberg Schools,Racine Unified,S46201750,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"2015 Franklin St  Racine, WI 53403",https://sonnenbergschools.org,KG,12,1,4620,1750,,No,2015 Franklin St,Racine,WI,53403,Racine,13,City - Small,42.70544799,-87.78998001,66,22,1,700996.818,250474.262700001
641,Spring Forth Academy,Spring Valley,S55861885,Combined Elementary/Secondary School,Private school,KG-08,Unknown,No,"N8240 Co Rd B  Spring Valley, WI 54767",https://springforthsv.org,KG,08,11,5586,1885,,No,N8240 Co Rd B,Spring Valley,WI,54767,Pierce,43,Rural - Remote,44.83198498,-92.21794097,28,10,3,344681.8736,486679.329500001
642,SS Andrew / Thomas Grade School,Potosi,S45298235,Elementary School,Private school,K4-08,Unknown,No,"100 Highway 61 N  Potosi, WI 53820-0160",https://www.ss-andrew-thomas.org,K4,08,3,4529,8235,,No,100 Highway 61 N,Potosi,WI,53820-0160,Grant,42,Rural - Distant,42.68870698,-90.691339,49,17,3,463366.3548,246478.845899999
643,SS Peter and Paul Grade School,Independence,S26328300,Combined Elementary/Secondary School,Private school,KG-08,Unknown,No,"36100 Osseo Rd  Independence, WI 54747-9573",https://saintspeterandpaulschoolindependence.weebly.com,KG,08,4,2632,8300,,No,36100 Osseo Rd,Independence,WI,54747-9573,Trempealeau,43,Rural - Remote,44.3654995,-91.42245611,29,10,3,406658.003,433453.2543
644,Star of Bethlehem Evangelical Lutheran School,New Berlin,S39258358,Elementary School,Private school,K4-08,Unknown,Yes,"3700 S Casper Dr  New Berlin, WI 53151-5098",https://www.starofbethlehem.org,K4,08,1,3925,8358,Voucher Students,No,3700 S Casper Dr,New Berlin,WI,53151-5098,Waukesha,21,Suburb - Large,42.97597199,-88.11786397,83,28,5,673471.5669,279865.214400001
645,Starr Academy,New London,S39558359,Combined Elementary/Secondary School,Private school,05-12,Unknown,No,"E7475 Rawhide Rd   New London , WI 54961",https://www.rawhide.org,05,12,6,3955,8359,,No,E7475 Rawhide Rd ,New London ,WI,54961,Waupaca,42,Rural - Distant,44.30978001,-88.85292301,57,19,8,611486.1837,426920.116900001
646,Stevens Point Christian Academy,Stevens Point Area Public,S56070766,Combined Elementary/Secondary School,Private school,KG-12,Unknown,Yes,"801 County Road HH W  Stevens Point, WI 54481-8415",https://spcak12.org,KG,12,5,5607,0766,Voucher Students,No,801 County Road HH W,Stevens Point,WI,54481-8415,Portage,32,Town - Distant,44.52361401,-89.60460597,71,24,3,551420.2503,450108.192600001
647,Superior Learning Academy,Superior,S56631846,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"3301 James Day Ave  Superior, WI 54880-5527",,K4,08,12,5663,1846,,No,3301 James Day Ave,Superior,WI,54880-5527,Douglas,41,Rural - Fringe,46.69969199,-92.08152097,73,25,7,360868.7085,693896.9693
648,Tall Oaks Academy Inc,Kenosha,S27931896,Elementary School,Private school,KG-07,Unknown,No,"8900 34th Ave  Kenosha, WI 53142",https://talloaksacademy.com,KG,07,1,2793,1896,,No,8900 34th Ave,Kenosha,WI,53142,Kenosha,13,City - Small,42.54330401,-87.85022301,65,22,1,696520.5444,232341.1852
649,Tamarack Waldorf School,Milwaukee,S36191048,Elementary School,Private school,K4-08,Unknown,Yes,"1150 E Brady St  Milwaukee, WI 53202",https://www.tamarackwaldorf.org,K4,08,1,3619,1048,Voucher Students,No,1150 E Brady St,Milwaukee,WI,53202,Milwaukee,11,City - Large,43.05319002,-87.89712504,19,7,4,691256.6259,288867.4614
650,The City School,Milwaukee,S36191776,Elementary School,Private school,K4-08,Unknown,Yes,"8684 N 76th Pl  Milwaukee, WI 53223-2632",,K4,08,1,3619,1776,Voucher Students,No,8684 N 76th Pl,Milwaukee,WI,53223-2632,Milwaukee,11,City - Large,43.17518799,-88.00340799,12,4,4,682277.9609,302204.466
651,Thorp Catholic School,Thorp,S57268372,Elementary School,Private school,K4-08,Unknown,Yes,"411 E School St  Thorp, WI 54771-9702",,K4,08,10,5726,8372,Voucher Students,No,411 E School St,Thorp,WI,54771-9702,Clark,43,Rural - Remote,44.96040999,-90.79387499,69,23,7,457387.4278,498858.987500001
652,Thorp Mennonite School,Thorp,S57268373,Elementary School,Private school,01-08,Unknown,No,"N16187 State Hwy 73  Thorp, WI 54771",,01,08,10,5726,8373,,No,N16187 State Hwy 73,Thorp,WI,54771,Clark,43,Rural - Remote,45.00568601,-90.80053298,69,23,7,456911.9934,503893.7291
653,Timothy Academy,Menomonie Area,S34441573,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"E6443 650th Ave  Menomonie, WI 54751-5510",,K4,12,11,3444,1573,,No,E6443 650th Ave,Menomonie,WI,54751-5510,Dunn,41,Rural - Fringe,44.91548857,-91.83638705,92,31,3,375051.8895,495202.6938
654,Toad Hill Children's House,Madison Metropolitan,S32691779,Elementary School,Private school,K4-KG,Unknown,No,"4418 Milwaukee St  Madison, WI 53714-1942",https://toad-hill.com,K4,KG,2,3269,1779,,No,4418 Milwaukee St,Madison,WI,53714-1942,Dane,11,City - Large,43.09909301,-89.30671297,78,26,2,576417.8832,292052.2272
655,Tomorrows Children Inc,Waupaca,S61958375,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"N3066 Tomorrows Ln  Waupaca, WI 54981",,KG,12,5,6195,8375,,No,N3066 Tomorrows Ln,Waupaca,WI,54981,Waupaca,41,Rural - Fringe,44.350622,-89.16703701,57,19,8,586387.588,431154.205399999
656,Torah Academy of Milwaukee,Nicolet Union High School,S21778379,High School,Private school,09-12,Unknown,Yes,"6800 N Green Bay Ave  Glendale, WI 53209",https://www.torahacademymil.org,09,12,1,2177,8379,Voucher Students,No,6800 N Green Bay Ave,Glendale,WI,53209,Milwaukee,21,Suburb - Large,43.14125599,-87.93285801,10,4,4,688105.2814,298575.309
657,Tracy Corners Parochial School,Bonduel,S06021875,Elementary School,Private school,01-08,Unknown,No,"W4274 Cty Rd E  Bonduel, WI 54107",,01,08,8,0602,1875,,No,W4274 Cty Rd E,Bonduel,WI,54107,Shawano,41,Rural - Fringe,44.78090847,-88.45656026,6,2,8,642109.4993,479771.2415
658,Trinity Academy,Hudson,S26118550,Combined Elementary/Secondary School,Private school,KG-08,Unknown,No,"1205 6th St  Hudson, WI 54016-1398",https://www.trinityacademyofhudson.org,KG,08,11,2611,8550,,No,1205 6th St,Hudson,WI,54016-1398,Saint Croix,31,Town - Fringe,44.98305001,-92.75189503,30,10,7,303044.4784,504751.9394
659,Trinity Baptist School,Fond du Lac,S18628374,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"400 E. Johnson St.  Fond du Lac, WI 54936-1453",https://www.tbschool.org,K4,12,6,1862,8374,,No,400 E. Johnson St.,Fond du Lac,WI,54936-1453,Fond du Lac,13,City - Small,43.78322758,-88.4321119,60,20,6,646161.4966,368991.4252
660,Trinity Evangelical Lutheran School,Brillion,S06588378,Elementary School,Private school,K4-08,Unknown,Yes,"601 E National Ave  Brillion, WI 54110-1500",https://www.trinitybrillion.org,K4,08,7,0658,8378,Voucher Students,No,601 E National Ave,Brillion,WI,54110-1500,Calumet,42,Rural - Distant,44.16636598,-88.05233601,3,1,8,675716.1571,412195.408199999
661,Trinity Evangelical Lutheran School,Marshfield Unified,S33398377,Elementary School,Private school,K4-08,Unknown,No,"9529 State Highway 80  Marshfield, WI 54449-9681",https://www.trinitymarshfield.org,K4,08,5,3339,8377,,No,9529 State Highway 80,Marshfield,WI,54449-9681,Wood,41,Rural - Fringe,44.591765,-90.18221197,86,29,7,505537.2971,457618.439200001
662,Trinity Lutheran Church and School,Campbellsport,S09108635,Elementary School,Private school,K4-08,Unknown,Yes,"W2011 County Road F  Campbellsport, WI 53010-1716",https://www.TrinityWaucousta.com,K4,08,6,0910,8635,All Students,No,W2011 County Road F,Campbellsport,WI,53010-1716,Fond du Lac,42,Rural - Distant,43.65249702,-88.25577301,59,20,6,660656.5164,354755.737
