OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
152,Grace Christian Academy,West Allis-West Milwaukee,S63001088,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"8420 W Beloit Rd  West Allis, WI 53227-3708",https://www.gcaschool.org,K4,12,1,6300,1088,Voucher Students,No,8420 W Beloit Rd,West Allis,WI,53227-3708,Milwaukee,21,Suburb - Large,42.991627,-88.01890202,14,5,4,681500.2651,281789.274
153,Grace Christian Academy of Pulaski,Pulaski Community,S46131708,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"125A S Saint Augustine St  Pulaski, WI 54162",https://www.gracechristianpulaski.org,K4,12,7,4613,1708,,No,125A S Saint Augustine St,Pulaski,WI,54162,Brown,42,Rural - Distant,44.671732,-88.24266598,6,2,8,659293.6722,467987.089299999
154,Grace Lutheran School,Oshkosh Area,S41790830,Elementary School,Private school,K4-08,Unknown,Yes,"913 Nebraska St  Oshkosh, WI 54902",https://www.graceoshkosh.net,K4,08,6,4179,0830,Voucher Students,No,913 Nebraska St,Oshkosh,WI,54902,Winnebago,13,City - Small,44.00984898,-88.54082796,54,18,6,636968.9248,394001.7005
155,Grace Lutheran School,Oak Creek-Franklin Joint,S40180825,Elementary School,Private school,K4-08,Unknown,Yes,"8537 S Pennsylvania Ave  Oak Creek, WI 53154-3333",https://www.graceoakcreek.org,K4,08,1,4018,0825,Voucher Students,No,8537 S Pennsylvania Ave,Oak Creek,WI,53154-3333,Milwaukee,21,Suburb - Large,42.88924599,-87.88375297,21,7,1,692804.2552,270688.3346
156,Grace Lutheran School,Menomonee Falls,S34370818,Elementary School,Private school,K4-08,Unknown,Yes,"N87W16173 Kenwood Blvd.  Menomonee Falls, WI 53051-2996",https://www.grace-connect.org,K4,08,1,3437,0818,Voucher Students,No,N87W16173 Kenwood Blvd.,Menomonee Falls,WI,53051-2996,Waukesha,21,Suburb - Large,43.17683801,-88.11119197,24,8,5,673513.203,302184.3861
157,Granville Lutheran School,Milwaukee,S36191165,Elementary School,Private school,K4-08,Unknown,Yes,"8242 N Granville Rd  Milwaukee, WI 53224-2754",https://www.lumingranville.org/,K4,08,1,3619,1165,All Students,No,8242 N Granville Rd,Milwaukee,WI,53224-2754,Milwaukee,11,City - Large,43.16728,-88.03321798,12,4,4,679875.6519,301268.8738
158,Great River Montessori,Holmen,S25621798,Elementary School,Private school,K4-06,Unknown,No,"N5560 County Road ZM  Onalaska, WI 54650",https://www.greatrivermontessori.com,K4,06,4,2562,1798,,No,N5560 County Road ZM,Onalaska,WI,54650,La Crosse,23,Suburb - Small,43.92237498,-91.250998,94,32,3,419571.3604,384011.8628
159,Greater Holy Temple Christian Academy,Milwaukee,S36191345,Elementary School,Private school,K4-08,Unknown,Yes,"9500 West Allyn St  Milwaukee, WI 53224",https://www.greaterholy.org,K4,08,1,3619,1345,All Students,No,9500 West Allyn St,Milwaukee,WI,53224,Milwaukee,11,City - Large,43.18410202,-88.02844901,12,4,4,680219.3182,303146.1789
160,Green Bay Adventist Junior Academy,Green Bay Area Public,S22898120,Combined Elementary/Secondary School,Private school,KG-10,Unknown,Yes,"1422 Shawano Ave  Green Bay, WI 54303-3112",https://www.greenbayaja.org,KG,10,7,2289,8120,Voucher Students,No,1422 Shawano Ave,Green Bay,WI,54303-3112,Brown,12,City - Midsize,44.528372,-88.05307001,89,30,8,674702.0116,452404.2466
161,Green Bay Trinity Lutheran School,Green Bay Area Public,S22891371,Elementary School,Private school,K4-08,Unknown,Yes,"120 S Henry St  Green Bay, WI 54302",https://www.greenbaytrinity.org,K4,08,7,2289,1371,Voucher Students,No,120 S Henry St,Green Bay,WI,54302,Brown,12,City - Midsize,44.50152401,-87.97883996,90,30,8,680674.1216,449565.284499999
162,Green Meadow View Amish School,Marion,S33181699,Elementary School,Private school,KG-08,Unknown,No,"E5145 County Road G  Marion, WI 54950-9733",,KG,08,8,3318,1699,,No,E5145 County Road G,Marion,WI,54950-9733,Waupaca,42,Rural - Distant,44.648305,-88.96884499,87,29,8,601766.4891,464399.850299999
163,Guidance Academy,South Milwaukee,S54391731,Combined Elementary/Secondary School,Private school,K4-12,Unknown,Yes,"1800 16th Ave  South Milwaukee, WI 53172-1912",https://www.guidancemke.org,K4,12,1,5439,1731,Voucher Students,No,1800 16th Ave,South Milwaukee,WI,53172-1912,Milwaukee,21,Suburb - Large,42.9132102,-87.87361822,20,7,1,693564.5821,273370.473300001
164,Hales Corners Lutheran School,Whitnall,S64700840,Elementary School,Private school,K4-08,Unknown,Yes,"12300 W Janesville Rd  Hales Corners, WI 53130-2350",https://www.hclschools.org,K4,08,1,6470,0840,Voucher Students,No,12300 W Janesville Rd,Hales Corners,WI,53130-2350,Milwaukee,21,Suburb - Large,42.935089,-88.06885599,61,21,1,677572.1582,275415.764
165,Heritage Christian Schools,New Berlin,S39250848,Combined Elementary/Secondary School,Private school,KG-12,Unknown,Yes,"3500 S Glen Park Rd  New Berlin, WI 53151-5222",https://www.heritagechristianschools.org,KG,12,1,3925,0848,All Students,No,3500 S Glen Park Rd,New Berlin,WI,53151-5222,Waukesha,21,Suburb - Large,42.981007,-88.09143499,83,28,5,675613.9716,280472.9803
166,Hickory Hill Academy,Verona Area,S59011178,Elementary School,Private school,K4-08,Unknown,No,"1719 S High Point Rd  Madison, WI 53719",,K4,08,2,5901,1178,,No,1719 S High Point Rd,Madison,WI,53719,Dane,11,City - Large,43.03347101,-89.51790398,80,27,2,559273.5482,284644.4618
167,High Point Christian School,Madison Metropolitan,S32690855,Elementary School,Private school,K4-08,Unknown,Yes,"7702 Old Sauk Rd  Madison, WI 53717-1221",https://www.highpointchristianschool.org,K4,08,2,3269,0855,All Students,No,7702 Old Sauk Rd,Madison,WI,53717-1221,Dane,11,City - Large,43.076377,-89.51612702,79,27,2,559390.8356,289409.990499999
168,Hillcrest Mennonite School,Barron Area,S03081023,Elementary School,Private school,KG-08,Unknown,No,"926 10 1/2 Ave  Barron, WI 54812-9228",,KG,08,11,0308,1023,,No,926 10 1/2 Ave,Barron,WI,54812-9228,Barron,43,Rural - Remote,45.36039298,-91.96508402,67,23,7,366095.6564,544865.0573
169,Hillel Academy,Fox Point J2,S18900856,Elementary School,Private school,K4-08,Unknown,Yes,"6401 N Santa Monica Blvd  Milwaukee, WI 53217-4250",https://www.theacademywi.org,K4,08,1,1890,0856,Voucher Students,No,6401 N Santa Monica Blvd,Milwaukee,WI,53217-4250,Milwaukee,21,Suburb - Large,43.13347398,-87.90848201,23,8,4,690109.2388,297760.286900001
170,Hillside Amish School,Cambria-Friesland,S08821579,Elementary School,Private school,01-08,Unknown,No,"N7653 Sommers Rd  Cambria, WI 53923-9511",,01,08,5,0882,1579,,No,N7653 Sommers Rd,Cambria,WI,53923-9511,Columbia,42,Rural - Distant,43.55806101,-89.20863204,39,13,6,583916.3776,343093.7338
171,Hillside Christian School,Wausau,S62238653,Elementary School,Private school,01-08,Unknown,No,"223900 County Road KK  Wausau, WI 54401",https://hillside22.adventistschoolconnect.org/,01,08,9,6223,8653,,No,223900 County Road KK,Wausau,WI,54401,Marathon,41,Rural - Fringe,44.89987701,-89.6714405,87,29,7,545940.5749,491880.604499999
172,Hilltop View Amish School,Marion,S33181662,Elementary School,Private school,KG-08,Unknown,No,"W13206 Mielke Road  Marion, WI 54950",,KG,08,8,3318,1662,,No,W13206 Mielke Road,Marion,WI,54950,Shawano,42,Rural - Distant,44.701681,-88.91553197,87,29,8,605915.0941,470383.7783
173,Holy Angels Grade School,West Bend,S63070890,Elementary School,Private school,K4-08,Unknown,No,"230 N 8th Ave  West Bend, WI 53095-3203",https://www.haswb.org,K4,08,6,6307,0890,,No,230 N 8th Ave,West Bend,WI,53095-3203,Washington,32,Town - Distant,43.42544974,-88.18657797,58,20,5,666786.5281,329659.0978
174,Holy Apostles Grade School,New Berlin,S39250900,Elementary School,Private school,K4-08,Unknown,No,"3875 S 159th St  New Berlin, WI 53151-5099",https://www.hanbschool.org,K4,08,1,3925,0900,,No,3875 S 159th St,New Berlin,WI,53151-5099,Waukesha,21,Suburb - Large,42.97419498,-88.11310397,83,28,5,673864.1447,279676.58
175,Holy Cross Lutheran School,Madison Metropolitan,S32690960,Elementary School,Private school,KG-08,Unknown,Yes,"734 Holy Cross Way  Madison, WI 53704-6403",https://www.holycrossmadison.org,KG,08,2,3269,0960,Voucher Students,No,734 Holy Cross Way,Madison,WI,53704-6403,Dane,11,City - Large,43.10911102,-89.287937,48,16,2,577936.3792,293177.5403
176,Holy Cross School: GRACE,Green Bay Area Public,S22890920,Elementary School,Private school,K4-08,Unknown,Yes,"3002 Bay Settlement Rd  Green Bay, WI 54311-7302",https://www.holycrossfamily.org,K4,08,7,2289,0920,Voucher Students,No,3002 Bay Settlement Rd,Green Bay,WI,54311-7302,Brown,41,Rural - Fringe,44.553381,-87.88951201,1,1,8,687626.5368,455505.0737
177,Holy Family Academy Inc.,Middleton-Cross Plains Area,S35491897,Elementary School,Private school,KG-08,Unknown,No,"6039 Baltes Rd  Waunakee, WI 53597",https://holyfamilyacademywi.com,KG,08,2,3549,1897,,No,6039 Baltes Rd,Waunakee,WI,53597,Dane,41,Rural - Fringe,43.18668901,-89.55601801,81,27,2,556078.5096,301642.2995
178,Holy Family Catholic Grade School,Arcadia,S01540075,Elementary School,Private school,K4-08,Unknown,No,"532 McKinley St  Arcadia, WI 54612-1507",https://arcadiahfcs.wixsite.com/holyfamily,K4,08,4,0154,0075,,No,532 McKinley St,Arcadia,WI,54612-1507,Trempealeau,42,Rural - Distant,44.24886801,-91.49409197,29,10,3,400713.9701,420600.043500001
179,Holy Family School,Brillion,S06586280,Elementary School,Private school,K4-08,Unknown,Yes,"1100 W Ryan St  Brillion, WI 54110",https://hfcsbrillion.org,K4,08,7,0658,6280,Voucher Students,No,1100 W Ryan St,Brillion,WI,54110,Calumet,42,Rural - Distant,44.19131798,-88.09578796,3,1,8,672177.9092,414885.5118
180,Holy Family School,Whitefish Bay,S64191050,Elementary School,Private school,K4-08,Unknown,No,"4849 N Wildwood Ave  Whitefish Bay, WI 53217-6095",https://www.hfparishschool.org,K4,08,1,6419,1050,,No,4849 N Wildwood Ave,Whitefish Bay,WI,53217-6095,Milwaukee,21,Suburb - Large,43.10534,-87.89557799,23,8,4,691237.2668,294662.136
181,Holy Family School: GRACE,Green Bay Area Public,S22891055,Elementary School,Private school,K4-08,Unknown,Yes,"1204 S Fisk St  Green Bay, WI 54304-2220",https://www.holyfamilygreenbay.com,K4,08,7,2289,1055,Voucher Students,No,1204 S Fisk St,Green Bay,WI,54304-2220,Brown,12,City - Midsize,44.515875,-88.06486603,89,30,8,673797.587,450993.8146
182,Holy Ghost Immaculate Conception School Inc,Southwestern Wisconsin,S24851450,Elementary School,Private school,03-08,Unknown,No,"3685 County Highway HHH  Kieler, WI 53812",https://hgicschool.com,03,08,3,2485,1450,,No,3685 County Highway HHH,Kieler,WI,53812,Grant,41,Rural - Fringe,42.579736,-90.60227499,49,17,3,470576.239,234322.676100001
183,Holy Ghost Elementary School,Chippewa Falls Area Unified,S10921060,Elementary School,Private school,03-05,Unknown,Yes,"436 S Main St  Chippewa Falls, WI 54729-3100",https://www.macs.k12.wi.us,03,05,10,1092,1060,Voucher Students,No,436 S Main St,Chippewa Falls,WI,54729-3100,Chippewa,22,Suburb - Midsize,44.92303102,-91.39082902,92,31,3,410234.6893,495341.0504
184,Holy Redeemer Christian Academy,Milwaukee,S36191180,High School,Private school,11-12,Unknown,No,"3500 W Mother Daniels Way  Milwaukee, WI 53209-5311",https://www.hrcogic.org,11,12,1,3619,1180,,No,3500 W Mother Daniels Way,Milwaukee,WI,53209-5311,Milwaukee,11,City - Large,43.10748099,-87.95681601,11,4,4,686248.3747,294776.6011
185,Holy Rosary Catholic School,Kewaunee,S28141250,Elementary School,Private school,K4-08,Unknown,Yes,"519 Kilbourn St  Kewaunee, WI 54216-1343",https://www.holyrosarykewaunee.com/school,K4,08,7,2814,1250,Voucher Students,No,519 Kilbourn St,Kewaunee,WI,54216-1343,Kewaunee,42,Rural - Distant,44.457552,-87.50729999,1,1,8,718309.0419,445716.4462
186,Holy Rosary Catholic School,Medford Area Public,S34091220,Elementary School,Private school,K4-06,Unknown,Yes,"215 S Washington Ave  Medford, WI 54451-1694",https://www.school.hrmedford.org/school,K4,06,10,3409,1220,Voucher Students,No,215 S Washington Ave,Medford,WI,54451-1694,Taylor,32,Town - Distant,45.13495767,-90.35013851,69,23,7,492468.5907,518002.289100001
187,Holy Rosary Grade School,Darlington Community,S12951230,Elementary School,Private school,K4-04,Unknown,No,"744 Wells St  Darlington, WI 53530-1222",https://darlingtoncatholic.org,K4,04,3,1295,1230,,No,744 Wells St,Darlington,WI,53530-1222,Lafayette,43,Rural - Remote,42.68360002,-90.11687504,51,17,2,510424.9742,245686.711300001
188,Holy Spirit Catholic School,Kimberly Area,S28350870,Elementary School,Private school,K4-08,Unknown,Yes,"W2796 County Road KK  Appleton, WI 54915-9407",https://www.holyspiritknights.org,K4,08,6,2835,0870,Voucher Students,No,W2796 County Road KK,Appleton,WI,54915-9407,Outagamie,22,Suburb - Midsize,44.24416701,-88.33080898,2,1,8,653276.3926,420347.233100001
189,Holy Trinity Grade School,Kewaskum,S28001320,Elementary School,Private school,KG-08,Unknown,No,"305 Main St  Kewaskum, WI 53040",https://www.htschool.net,KG,08,6,2800,1320,,No,305 Main St,Kewaskum,WI,53040,Washington,42,Rural - Distant,43.52056917,-88.22553765,59,20,5,663407.7303,340155.2059
190,Holy Trinity School,Luxemburg-Casco,S32201355,Elementary School,Private school,K4-06,Unknown,Yes,"510 Church Ave  Casco, WI 54205-9700",https://www.holytrinitycasco.com,K4,06,7,3220,1355,Voucher Students,No,510 Church Ave,Casco,WI,54205-9700,Kewaunee,42,Rural - Distant,44.55275875,-87.61759845,1,1,8,709225.6188,456030.3364
191,HolyGhostImmaculateConception Inc,Cuba City,S12461070,Elementary School,Private school,K4-02,Unknown,No,"325 W Main St  Dickeyville, WI 53808",https://www.hgicschool.webs.com,K4,02,3,1246,1070,,No,325 W Main St,Dickeyville,WI,53808,Grant,42,Rural - Distant,42.62751117,-90.59553099,49,17,3,471166.9924,239623.7698
192,Holyland Catholic School,New Holstein,S39410447,Elementary School,Private school,K4-08,Unknown,Yes,"N9290 County Road W  Malone, WI 53049-1528",https://holylandcatholicschool.org,K4,08,7,3941,0447,Voucher Students,No,N9290 County Road W,Malone,WI,53049-1528,Fond du Lac,41,Rural - Fringe,43.87701401,-88.29148696,27,9,6,657261.9778,379631.8895
193,Hope Christian School Caritas,Milwaukee,S36191703,Elementary School,Private school,K4-08,Unknown,Yes,"8920 W Brown Deer Rd  Milwaukee, WI 53224-2121",https://hopeschools.org/caritas,K4,08,1,3619,1703,Voucher Students,No,8920 W Brown Deer Rd,Milwaukee,WI,53224-2121,Milwaukee,11,City - Large,43.17843699,-88.02238504,12,4,4,680726.9892,302528.669199999
194,Hope Christian School Fidelis,Milwaukee,S36191729,Elementary School,Private school,K4-08,Unknown,Yes,"4200 W Douglas Ave  Milwaukee, WI 53209-3529",https://hopeschools.org/fidelis,K4,08,1,3619,1729,All Students,No,4200 W Douglas Ave,Milwaukee,WI,53209-3529,Milwaukee,11,City - Large,43.13102001,-87.964466,11,4,4,685562.391,297375.588
195,Hope Christian School Fortis,Milwaukee,S36191439,Elementary School,Private school,K4-08,Unknown,Yes,"3601 N Port Washington Ave  Milwaukee, WI 53212-4129",https://hopeschools.org,K4,08,1,3619,1439,Voucher Students,No,3601 N Port Washington Ave,Milwaukee,WI,53212-4129,Milwaukee,11,City - Large,43.08300801,-87.91769197,10,4,4,689499.4008,292137.1072
196,Hope Christian School Prima,Milwaukee,S36191315,Elementary School,Private school,K4-08,Unknown,Yes,"2345 N 25th St  Milwaukee, WI 53206",https://www.hopeschools.org/prima,K4,08,1,3619,1315,Voucher Students,No,2345 N 25th St,Milwaukee,WI,53206,Milwaukee,11,City - Large,43.06151401,-87.94578299,16,6,4,687271.2003,289693.691400001
197,Hope Christian School Semper,Milwaukee,S36191656,Elementary School,Private school,K4-08,Unknown,Yes,"3040 W Capitol Dr  Milwaukee, WI 53216",https://www.hopeschools.org/semper,K4,08,1,3619,1656,Voucher Students,No,3040 W Capitol Dr,Milwaukee,WI,53216,Milwaukee,11,City - Large,43.09031598,-87.95176298,10,4,4,686706.1193,292880.3769
198,Hope Christian School Via,Racine Unified,S46201711,Elementary School,Private school,K4-08,Unknown,Yes,"3502 Douglas Ave  Racine, WI 53402",https://hopeschools.org/via,K4,08,1,4620,1711,All Students,No,3502 Douglas Ave,Racine,WI,53402,Racine,13,City - Small,42.76297601,-87.80282603,62,21,1,699778.3808,256835.274800001
199,Horizon High,Madison Metropolitan,S32691486,High School,Private school,09-12,Unknown,No,"659 N Whitney Way  Madison, WI 53713",https://www.horizonhs.org,09,12,2,3269,1486,,No,659 N Whitney Way,Madison,WI,53713,Dane,11,City - Large,43.075722,-89.46733303,79,27,2,563363.4965,289361.319
200,Hylandale Elementary,Bangor,S02451365,Elementary School,Private school,01-08,Unknown,No,"N3200 County Road J  Rockland, WI 54653-9524",,01,08,4,0245,1365,,No,N3200 County Road J,Rockland,WI,54653-9524,La Crosse,42,Rural - Distant,43.83814,-90.927205,95,32,3,445460.2315,374313.4235
201,Immaculate Conception Grade School,Eau Claire Area,S15541390,Elementary School,Private school,KG-05,Unknown,Yes,"1703 Sherwin Ave  Eau Claire, WI 54701-4379",https://www.regiscatholicschools.com,KG,05,10,1554,1390,Voucher Students,No,1703 Sherwin Ave,Eau Claire,WI,54701-4379,Eau Claire,13,City - Small,44.80776216,-91.47728663,91,31,3,403178.4281,482657.0415
202,Immaculate Heart of Mary Catholic School,Monona Grove,S36751460,Elementary School,Private school,K4-08,Unknown,No,"4913 Schofield St  Monona, WI 53716-2640",https://ihmcatholicparish.org/our-school/,K4,08,2,3675,1460,,No,4913 Schofield St,Monona,WI,53716-2640,Dane,21,Suburb - Large,43.06616102,-89.32983998,78,26,2,574565.0808,288379.814099999
203,Immanuel Evangelical Lutheran Grade,Manitowoc,S32901500,Elementary School,Private school,K4-08,Unknown,No,"916 Pine St  Manitowoc, WI 54220-2811",https://www.ilutheran.org/school,K4,08,7,3290,1500,,No,916 Pine St,Manitowoc,WI,54220-2811,Manitowoc,32,Town - Distant,44.10744698,-87.66001097,25,9,6,707269.3422,406469.1982
204,Immanuel Evangelical Lutheran School,Hortonville Area,S25831503,Elementary School,Private school,K4-08,Unknown,Yes,"W7265 School Rd  Greenville, WI 54942-9641",https://www.immluth.org,K4,08,6,2583,1503,Voucher Students,No,W7265 School Rd,Greenville,WI,54942-9641,Outagamie,41,Rural - Fringe,44.28624199,-88.55547802,56,19,8,635255.344,424680.4877
205,Immanuel Lutheran College High,Eau Claire Area,S15541510,High School,Private school,09-12,Unknown,No,"501 Grover Rd  Eau Claire, WI 54701-7199",https://www.ilc.edu,09,12,10,1554,1510,,No,501 Grover Rd,Eau Claire,WI,54701-7199,Eau Claire,13,City - Small,44.77561199,-91.50303001,93,31,3,401076.6563,479123.006100001
206,Immanuel Lutheran Grade School,Marshfield Unified,S33391540,Elementary School,Private school,K4-08,Unknown,No,"604 S Chestnut Ave  Marshfield, WI 54449-3606",https://www.immanuelmarshfield.org,K4,08,5,3339,1540,,No,604 S Chestnut Ave,Marshfield,WI,54449-3606,Wood,32,Town - Distant,44.66247499,-90.17918099,86,29,7,505795.1304,465472.3752
207,Immanuel Lutheran School,Mayville,S33671580,Elementary School,Private school,K4-08,Unknown,No,"N8076 County Road AY  Mayville, WI 53050-2510",https://www.immanuelmayville.com,K4,08,6,3367,1580,,No,N8076 County Road AY,Mayville,WI,53050-2510,Dodge,41,Rural - Fringe,43.48516599,-88.49683303,59,20,6,641553.032,335791.348099999
208,Immanuel Lutheran School,Medford Area Public,S34091585,Elementary School,Private school,K4-K4,Unknown,No,"420 Lincoln St  Medford, WI 54451-1447",https://www.diedforme.org,K4,K4,10,3409,1585,,No,420 Lincoln St,Medford,WI,54451-1447,Taylor,32,Town - Distant,45.14179601,-90.34171699,69,23,7,493133.9865,518759.1262
209,Immanuel Lutheran School,Elmbrook,S07141568,Elementary School,Private school,K4-08,Unknown,Yes,"13445 W Hampton Rd  Brookfield, WI 53005-7513",https://www.immanuelbrookfield.org,K4,08,1,0714,1568,All Students,No,13445 W Hampton Rd,Brookfield,WI,53005-7513,Waukesha,21,Suburb - Large,43.10380572,-88.07961194,13,5,5,676265.8918,294132.174699999
210,Immanuel Lutheran School,La Crosse,S28491570,Elementary School,Private school,K4-08,Unknown,No,"806 Saint Paul St  La Crosse, WI 54603-2573",https://immanuel-lacrosse.org,K4,08,4,2849,1570,,No,806 Saint Paul St,La Crosse,WI,54603-2573,La Crosse,13,City - Small,43.839931,-91.24495901,95,32,3,419918.23,374847.7684
211,Immanuel Lutheran School,Wisconsin Rapids,S66851560,Elementary School,Private school,K4-08,Unknown,Yes,"111 11th St N  Wisconsin Rapids, WI 54494-4598",https://www.immaunuelrapids.com,K4,08,5,6685,1560,All Students,No,111 11th St N,Wisconsin Rapids,WI,54494-4598,Wood,32,Town - Distant,44.38968301,-89.81366497,72,24,3,534841.1206,435172.4387
212,Indian Community School,Franklin Public,S19001590,Elementary School,Private school,K4-08,Unknown,No,"10405 W Saint Martins Rd  Franklin, WI 53132-2421",https://www.ics-edu.org,K4,08,1,1900,1590,,No,10405 W Saint Martins Rd,Franklin,WI,53132-2421,Milwaukee,41,Rural - Fringe,42.89158999,-88.04741399,63,21,1,679433.9069,270625.5441
213,Inst of Technology and Academics,Brown Deer,S07211843,Elementary School,Private school,K4-02,Unknown,Yes,"5051 W Bradley Rd  Milwaukee, WI 53223-3633",https://www.instituteoftech.org,K4,02,1,0721,1843,All Students,No,5051 W Bradley Rd,Milwaukee,WI,53223-3633,Milwaukee,21,Suburb - Large,43.16263802,-87.97428599,23,8,4,684678.7144,300867.5879
214,Institute of Technology and Academics,Milwaukee,S36191527,Combined Elementary/Secondary School,Private school,03-08,Unknown,Yes,"8940 N 85th St  Milwaukee, WI 53224-2104",https://www.instituteoftech.org,03,08,1,3619,1527,All Students,No,8940 N 85th St,Milwaukee,WI,53224-2104,Milwaukee,11,City - Large,43.18030598,-88.01475902,12,4,4,681341.8729,302750.9057
215,Jo's Learning Academy,Milwaukee,S36191684,Elementary School,Private school,K4-05,Unknown,Yes,"4827 W North Ave  Milwaukee, WI 53208",https://www.joslearningacademy.com,K4,05,1,3619,1684,Voucher Students,No,4827 W North Ave,Milwaukee,WI,53208,Milwaukee,11,City - Large,43.06046199,-87.97442999,18,6,4,684941.2803,289520.130000001
216,Journeys Lutheran School,Whitnall,S64701742,Combined Elementary/Secondary School,Private school,03-12,Unknown,Yes,"5425 S 111th St  Hales Corners, WI 53130-1247",https://www.journeyslutheran.org,03,12,1,6470,1742,Voucher Students,No,5425 S 111th St,Hales Corners,WI,53130-1247,Milwaukee,21,Suburb - Large,42.94599298,-88.052679,61,21,1,678864.1133,276657.1149
217,Jubilee Christian School,Franklin Public,S19001620,Elementary School,Private school,K4-KG,Unknown,No,"3639 W Ryan Rd  Franklin, WI 53132-9525",https://www.jubilee-christian.org,K4,KG,1,1900,1620,,No,3639 W Ryan Rd,Franklin,WI,53132-9525,Milwaukee,21,Suburb - Large,42.87169202,-87.963084,63,21,1,686373.3707,268579.0825
218,Kenosha Christian Academy,Kenosha,S27931869,Elementary School,Private school,K4-05,Unknown,Yes,"6410 25th Ave  Kenosha, WI 53143",https://kca.school,K4,05,1,2793,1869,All Students,No,6410 25th Ave,Kenosha,WI,53143,Kenosha,13,City - Small,42.57569001,-87.83968302,65,22,1,697294.2732,235959.5604
219,Kenosha Lutheran Academy,Kenosha,S27930730,Elementary School,Private school,K4-08,Unknown,Yes,"5043 20th Ave  Kenosha, WI 53140-5999",https://www.klawolves.com,K4,08,1,2793,0730,All Students,No,5043 20th Ave,Kenosha,WI,53140-5999,Kenosha,13,City - Small,42.58995299,-87.83297297,64,22,1,697804.4263,237557.498600001
220,Kenosha Montessori School,Kenosha,S27931625,Elementary School,Private school,KG-06,Unknown,No,"2401 69th St  Kenosha, WI 53143-5268",https://www.kenoshamontessori.org,KG,06,1,2793,1625,,No,2401 69th St,Kenosha,WI,53143-5268,Kenosha,13,City - Small,42.57047399,-87.83797001,65,22,1,697449.6571,235383.9279
221,Kettle Moraine Lutheran High School,West Bend,S63071630,High School,Private school,09-12,Unknown,Yes,"3399 Division Rd  Jackson, WI 53037-9707",https://www.kmlhs.org,09,12,6,6307,1630,Voucher Students,No,3399 Division Rd,Jackson,WI,53037-9707,Washington,41,Rural - Fringe,43.31281809,-88.12544607,58,20,5,672016.0488,317259.8551
222,King's Academy Christian School Inc,Milwaukee,S36191221,Elementary School,Private school,K4-08,Unknown,Yes,"7798 N 60th St  Milwaukee, WI 53223-4153",https://www.kacsmilw.org,K4,08,1,3619,1221,Voucher Students,No,7798 N 60th St,Milwaukee,WI,53223-4153,Milwaukee,11,City - Large,43.15940902,-87.98415903,11,4,4,683884.7058,300489.614800001
223,Kingdom Prep Lutheran High School,Wauwatosa,S62441774,High School,Private school,09-12,Unknown,Yes,"2520 N Wauwatosa Ave  Wauwatosa, WI 53213-1135",https://kplhs.org,09,12,1,6244,1774,All Students,No,2520 N Wauwatosa Ave,Wauwatosa,WI,53213-1135,Milwaukee,21,Suburb - Large,43.0650196,-88.00677865,13,5,4,682295.0418,289963.168299999
224,Kradwell School,Wauwatosa,S62441638,High School,Private school,08-12,Unknown,No,"1220 Dewey Ave  Wauwatosa, WI 53213-0199",https://www.kradwell.org,08,12,1,6244,1638,,No,1220 Dewey Ave,Wauwatosa,WI,53213-0199,Milwaukee,21,Suburb - Large,43.046809,-88.00770799,18,6,4,682267.3981,287939.010399999
225,Lake Country Lutheran High School,Arrowhead UHS,S24501214,High School,Private school,09-12,Unknown,Yes,"401 Campus Dr  Hartland, WI 53029",https://www.lakecountryhs.org,09,12,1,2450,1214,Voucher Students,No,401 Campus Dr,Hartland,WI,53029,Waukesha,21,Suburb - Large,43.10873702,-88.360868,99,33,5,653368.3443,294193.8628
226,Lakeside Lutheran High School,Lake Mills Area,S28981640,High School,Private school,09-12,Unknown,Yes,"231 Woodland Beach Rd  Lake Mills, WI 53551-1824",https://www.llhs.org,09,12,2,2898,1640,Voucher Students,No,231 Woodland Beach Rd,Lake Mills,WI,53551-1824,Jefferson,32,Town - Distant,43.06838599,-88.91748999,46,16,5,608136.0539,288977.578500001
227,Lakeside Mennonite School,Mishicot,S36611747,Elementary School,Private school,01-08,Unknown,No,"722 Hillview Rd  Mishicot, WI 54228",,01,08,7,3661,1747,,No,722 Hillview Rd,Mishicot,WI,54228,Manitowoc,42,Rural - Distant,44.27719901,-87.65516699,2,1,6,707118.8214,425335.3225
228,Lakewood School,Kettle Moraine,S13761648,Combined Elementary/Secondary School,Private school,03-12,Unknown,No,"W350S1450 Waterville Rd  Dousman, WI 53118",,03,12,1,1376,1648,,No,W350S1450 Waterville Rd,Dousman,WI,53118,Waukesha,41,Rural - Fringe,43.01809499,-88.4426384,97,33,5,646901.829,284000.985099999
229,Lash Academy,Milwaukee,S36191901,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"5401 N 76th St  Milwaukee, WI 53218",,KG,12,1,3619,1901,,No,5401 N 76th St,Milwaukee,WI,53218,Milwaukee,11,City - Large,43.11637901,-88.00644702,11,4,4,682186.4144,295667.5119
